Price,Close,High,Low,Open,Volume
Ticker,SHW,SHW,SHW,SHW,SHW
Date,,,,,
2000-01-03,4.5525736808776855,4.708096607366839,4.46774311137558,4.693958394851783,1722300
2000-01-04,4.382913112640381,4.538436059382583,4.269806103378749,4.5242978450263704,1940400
2000-01-05,4.3970513343811035,4.4818819025864896,4.38291247487629,4.3970513343811035,1868400
2000-01-06,4.4677414894104,4.580849090086011,4.425326220057752,4.538433820733363,1750800
2000-01-07,4.411185264587402,4.538430993373577,4.326354778729952,4.439462308941634,2848500
2000-01-10,4.312220096588135,4.524296484171063,4.312220096588135,4.41118886172491,3203700
2000-01-11,4.368772983551025,4.453603526920948,4.354634775391266,4.382911191710785,3544500
2000-01-12,4.368772983551025,4.467741735080708,4.354634775391266,4.382911191710785,2127000
2000-01-13,4.326358795166016,4.3829122891714665,4.298081724560368,4.368774077471565,2440500
2000-01-14,4.269804000854492,4.382910954420332,4.241526938860208,4.368772747026014,2813400
2000-01-18,4.199112892150879,4.269805244117655,4.128420540184104,4.213251103661899,2074200
2000-01-19,4.156698703765869,4.227391074327155,4.142560488536015,4.199113996661439,1926000
2000-01-20,3.9870359897613525,4.156697095708644,3.930482503514174,4.156697095708644,2576100
2000-01-21,4.043590068817139,4.1284206342273295,4.001174786112044,4.071867139689153,3363900
2000-01-24,4.057729721069336,4.142560303062381,3.9941067845745515,4.0435908592665095,1954800
2000-01-25,4.071865081787109,4.170833809012038,3.987034559249878,4.043588025206191,2505000
2000-01-26,4.029452800750732,4.156698678669176,4.01531458560624,4.071868093390213,1578000
2000-01-27,4.057729721069336,4.114283226662707,4.0011755682699865,4.029452644669661,1505100
2000-01-28,3.9446215629577637,4.0577292070216,3.9446215629577637,4.0435903470099355,1428300
2000-01-31,3.9870359897613525,4.100143609461465,3.930482503514174,3.9446207132745292,2006700
2000-02-01,4.170836925506592,4.184975787964525,3.9587604606976803,3.9587604606976803,2238000
2000-02-02,3.9587604999542236,4.15669875147404,3.944622284562099,4.128421673483777,3616500
2000-02-03,4.4394659996032715,4.453604209931284,3.8739285256017926,3.987036149843245,6332400
2000-02-04,4.5525736808776855,4.679819535130843,4.5525736808776855,4.665681322615787,5145300
2000-02-07,4.566711902618408,4.566711902618408,4.524296623792869,4.566711902618408,1731300
2000-02-08,4.382913112640381,4.5242978450263704,4.3263596080095645,4.5242978450263704,2132100
2000-02-09,4.340497016906738,4.3970511582488605,4.2415282403667955,4.382912299310406,2290500
2000-02-10,4.382913112640381,4.453605478833375,4.3263596080095645,4.340497822365777,1351200
2000-02-11,4.227390766143799,4.397051925357517,4.199113690539526,4.3829130639524,1478400
2000-02-14,4.283945083618164,4.326360381475769,4.1991144879029525,4.298083300502005,2206200
2000-02-15,4.52429723739624,4.52429723739624,4.283943742385208,4.298081954842606,3095100
