Price,Close,High,Low,Open,Volume
Ticker,BMY,BMY,BMY,BMY,BMY
Date,,,,,
2000-01-03,23.762266159057617,23.923600057936337,23.462644794284003,23.69312242611017,3568588
2000-01-04,21.964534759521484,22.51768007102205,21.73405569889833,22.44853783083344,10592082
2000-01-05,21.823823928833008,22.30982607935947,21.661823706691827,22.217255159894332,7222700
2000-01-06,22.124691009521484,22.24040655714704,21.569259349125765,21.846975179323625,7321988
2000-01-07,25.364709854125977,25.73499665759566,22.680123850504796,22.77269629342399,10913586
2000-01-10,25.08698844909668,25.41098894012675,24.716700265501142,25.41098894012675,7113431
2000-01-11,24.73984718322754,25.179561779089614,24.62413164423487,25.086992316102197,5687572
2000-01-12,24.670419692993164,25.04070796118101,24.647276583474955,24.739849021547784,3727974
2000-01-13,24.207563400268555,24.924996957928915,24.091849315683934,24.90185384419124,4402082
2000-01-14,24.878707885742188,24.94813721901643,24.346419298846794,24.94813721901643,4535936
2000-01-18,24.184406280517578,24.67040990344371,24.068692262946886,24.30012178219115,3782399
2000-01-19,23.721548080444336,24.462122865021467,23.582690957631158,24.184407135292176,4188481
2000-01-20,22.911558151245117,23.86042143257293,22.74955782716664,23.790992086209073,4610534
2000-01-21,22.65697479248047,22.911547459581193,22.03211541910768,22.58754547851577,5863769
2000-01-24,21.73124885559082,23.37439831612681,21.47667627854136,23.328113607292703,5113278
2000-01-25,22.170969009399414,22.494970938534223,21.91639638310126,21.985825685937918,6337724
2000-01-26,22.77268409729004,22.86525500652843,22.03210940286915,22.17096650877811,6858749
2000-01-27,23.050405502319336,23.2586919548224,22.88840377384786,23.142976434485632,7669339
2000-01-28,23.790985107421875,24.346416747196113,23.281839684979392,23.466983070203,7592640
2000-01-31,24.531558990478516,24.809274797437993,23.027265901841613,23.79098399995435,5492778
2000-02-01,23.929838180541992,24.1612677291431,23.420691392695865,23.79097956091948,4424146
2000-02-02,23.999263763427734,24.138122370073376,23.744691135346986,24.068693066750555,3455746
2000-02-03,24.207563400268555,24.27699274148157,23.62899000913797,24.16127865689695,3094317
2000-02-04,23.952972412109375,24.276974273863175,23.513256553795184,24.207544985465372,3108922
2000-02-07,23.790985107421875,23.952985383979605,23.189267250315883,23.790985107421875,3378522
2000-02-08,23.605833053588867,23.883548771492332,23.07354471794913,23.86040567132514,4707090
2000-02-09,23.142986297607422,23.513274636392154,22.957842870266933,23.420702180670034,3549151
2000-02-10,22.726398468017578,23.189257478073745,22.356110369510965,23.189257478073745,4034453
2000-02-11,22.217252731323242,22.49496842756735,22.12468033787429,22.35610983739392,3590337
2000-02-14,22.63382339477539,22.911539064775784,22.26353682417661,22.26353682417661,3320526
2000-02-15,22.980976104736328,23.05040541668044,22.471830785352402,22.77268965300711,4936135
2000-02-16,23.53640365600586,23.628976056292803,22.9578291224182,22.980972222489935,4526691
2000-02-17,23.513277053833008,23.79099296544807,23.3281336074576,23.79099296544807,4479621
2000-02-18,22.124691009521484,23.23555433031293,22.124691009521484,23.23555433031293,6121497
2000-02-22,22.19411277770996,22.587542537408723,21.98582634703985,22.402399208380068,5817434
2000-02-23,22.19411277770996,22.564400919870238,22.078397269502695,22.402399208380068,4156436
2000-02-24,21.430387496948242,22.078389667480167,21.198956560219923,21.893246402199967,6051207
2000-02-25,20.96753692626953,21.546110045765143,20.50467635292878,21.476682221251618,5300191
2000-02-28,20.851821899414062,21.175823863096685,20.550963039144705,20.550963039144705,5603413
2000-02-29,21.198965072631836,21.89325519340301,20.967537011178845,21.152680350803067,5050973
2000-03-01,18.97723388671875,21.10638673975024,18.60694585328185,20.99067126551917,15580330
2000-03-02,19.515310287475586,19.83352715101891,19.11609406297456,19.278095753095503,11046285
2000-03-03,19.069814682006836,19.463244499816128,18.606954064915122,19.440101394756383,9444544
2000-03-06,17.19523048400879,18.699524753034936,16.9406578360356,18.699524753034936,18310066
2000-03-07,16.107505798339844,17.496082528241022,15.714074685996115,17.195223791531692,18039310
2000-03-08,17.681236267089844,18.097809200988618,16.38522828584205,16.38522828584205,17237336
2000-03-09,19.9029541015625,20.04181268708689,17.889516484280474,18.120945976051754,15570244
2000-03-10,19.393814086914062,19.902959401203592,19.208670741018718,19.5326727094129,12927608
2000-03-13,18.861520767211914,19.347522851451195,18.60694817622454,18.69952056716639,5942148
2000-03-14,17.75066375732422,18.352381524986814,17.5886635048473,17.5886635048473,10250405
2000-03-15,18.69952964782715,19.02353168935923,17.98209772194452,18.23666895245127,10702087
2000-03-16,20.620391845703125,20.874964492927667,18.907811139572175,18.93095424242014,15903515
2000-03-17,19.810386657714844,20.759247888226444,19.694671149553447,20.36581812868362,7595372
2000-03-20,19.602096557617188,19.90295536119158,19.509525645511623,19.810384449086012,3490208
2000-03-21,19.71781349182129,19.902956813646398,19.185525142984062,19.48638396851418,5994471
2000-03-22,20.226966857910156,20.412110254041643,19.902964801602423,20.273253077968903,6072746
2000-03-23,20.736103057861328,21.036961869895922,20.22695783260366,20.22695783260366,5630731
2000-03-24,20.365825653076172,20.874971108890136,20.296396322527855,20.59725527080038,5618018
2000-03-27,20.226966857910156,20.388968628115773,20.06496657180804,20.3658255180864,4762565
2000-03-28,20.388961791992188,20.55096202377797,19.972387435238307,20.041816742047786,4531103
2000-03-29,21.430387496948242,21.63867385590127,20.944385498023685,21.291528934911252,5682634
2000-03-30,21.198965072631836,21.93954139933483,21.198965072631836,21.476682308222745,5367013
2000-03-31,21.15267562866211,22.30982309811975,20.782387547974032,21.222103437957664,5796211
2000-04-03,22.842126846313477,22.865268474176432,21.75440652029855,22.078407119623467,6674147
2000-04-04,24.531558990478516,24.531558990478516,22.91155036389877,22.957836579075906,11793099
2000-04-05,23.948984146118164,24.320645418796516,23.345032716000343,23.879297098886322,6372816
2000-04-06,22.485551834106445,23.414707508737326,22.299721295024916,23.228875480044177,7921078
2000-04-07,22.1138973236084,22.346185938851228,21.788692666423618,22.25326989690927,7172268
2000-04-10,22.810760498046875,22.996591070556743,21.99774969509986,22.113894733925957,4655923
2000-04-11,23.879289627075195,24.088349213743736,23.321796402884463,23.60054301497983,5486789
2000-04-12,24.088336944580078,24.62260088817298,23.693446980852023,23.87927746439398,5900437
2000-04-13,24.715530395507812,25.133651074226254,23.693459942481383,23.9257485463863,5467877
2000-04-14,23.55408477783203,24.669071215789987,23.228880151825642,24.529698655851202,6039860
2000-04-17,24.111572265625,24.158030271099094,23.321790641400113,23.554079179159015,6027778
2000-04-18,24.204490661621094,24.25094867167304,23.275334929417326,24.06511663146526,4406705
2000-04-19,18.931528091430664,24.669059010774628,17.096447774202364,24.250940048210683,34887689
2000-04-20,18.58310317993164,18.815393254471022,18.211442039892365,18.815393254471022,40810400
2000-04-24,18.39727020263672,18.62955875716937,18.234668661347364,18.234668661347364,16044620
2000-04-25,18.861845016479492,19.326422032322366,18.420495510778526,18.58309701944012,18162763
2000-04-26,19.163820266723633,19.581940799566084,18.954760745108143,19.233507270465953,13249322
2000-04-27,19.419343948364258,19.698090562107684,18.931537746716245,18.954766755329192,11965933
2000-04-28,19.489030838012695,19.907151500511958,19.303200260019654,19.883922492061338,9276017
2000-05-01,19.140600204467773,19.48903237956366,18.97799713245178,19.48903237956366,6677510
2000-05-02,19.163820266723633,19.349652276703154,18.861846229729853,18.954760745108143,4929306
2000-05-03,18.861845016479492,19.34965103207565,18.861845016479492,19.07090452464765,5164760
2000-05-04,19.34966278076172,19.581951429723674,18.97800004865523,18.97800004865523,5050973
2000-05-05,19.651630401611328,19.97683348285031,19.163822800529523,19.256738817804468,4518495
2000-05-08,20.116209030151367,20.232352570917318,19.32642729241813,19.372885304569223,5783498
2000-05-09,19.93037986755371,20.348499026984936,19.535488226213662,20.302041011578826,4889065
2000-05-10,19.953609466552734,20.023295002115045,19.558717813510647,19.74454839103002,4867001
2000-05-11,19.83746910095215,20.44142048227661,19.74455304548307,20.418191468409336,5560756
2000-05-12,20.23235511779785,20.394958180795403,19.581947334643544,20.046524535412615,3181207
2000-05-15,20.696931838989258,20.859533396904276,20.255582199599658,20.441414253916047,3947879
2000-05-16,20.975683212280273,21.300886402240703,20.65047853270768,21.13828480726049,5063686
2000-05-17,21.11504554748535,21.27764706355075,20.92921503060898,21.184732549918284,5145113
2000-05-18,21.11504554748535,21.417021068416606,20.85952802817605,21.324105065172702,4051369
2000-05-19,21.207969665527344,21.440258272906178,20.998910067847593,21.09182461703192,5241774
2000-05-22,21.370569229125977,21.556401289199574,21.254425681191847,21.463485259162773,5414188
2000-05-23,21.32412338256836,21.74224426671982,21.277665341039004,21.74224426671982,5064632
2000-05-24,21.11504554748535,21.509937071660513,21.022131033852887,21.04536003466386,4640163
2000-05-25,20.766613006591797,21.115046545615826,20.673698488567165,21.115046545615826,5090793
2000-05-26,20.905990600585938,21.184737181650064,20.534327995963178,20.813074577027304,3206003
2000-05-30,20.905990600585938,21.254424199319036,20.673702031301126,20.859532588806623,3014782
2000-05-31,20.464651107788086,21.068601047062888,20.464651107788086,20.99891548958544,3163241
2000-06-01,19.814239501953125,20.418190865442373,19.558721846571093,20.348503825898483,6136732
2000-06-02,18.908313751220703,19.837469873247787,18.908313751220703,19.814240858476182,8845770
2000-06-05,19.094133377075195,19.18704788576004,18.722470873501727,19.047675377927092,7129506
2000-06-06,19.489030838012695,19.65163389716705,19.094140673575986,19.465801829562075,5305339
2000-06-07,19.53549575805664,19.97684409535125,19.3264360977388,19.698097385056638,4059039
2000-06-08,19.163820266723633,19.303194274208273,19.047676750097903,19.163820266723633,4338516
2000-06-09,19.21028709411621,19.34966116562706,18.954769452625136,19.16382907027926,2985258
2000-06-12,19.34966278076172,19.62840945743852,19.27997573918945,19.55872241586625,3876118
2000-06-13,19.79100227355957,19.953605298332402,18.954762614991285,18.954762614991285,4942860
2000-06-14,20.255577087402344,20.534323608913752,19.767771047160238,19.791000048087145,5308071
2000-06-15,20.464651107788086,20.720168790838457,20.37173504500163,20.44142209209147,4218320
2000-06-16,19.744544982910156,20.44141213514195,19.72131597852832,20.11620756340789,6085144
2000-06-19,20.441423416137695,20.441423416137695,19.744555879326047,19.930388016935815,3947458
2000-06-20,19.79100227355957,20.418182389888692,19.512255720703475,20.16266484057157,4790198
2000-06-21,20.116209030151367,20.255581576992864,19.69808841040331,19.69808841040331,3763592
2000-06-22,19.976831436157227,20.16266345166801,19.883916918013348,20.16266345166801,3503867
2000-06-23,20.023296356201172,20.11621239605032,19.883923786039478,19.976838336276597,3589076
2000-06-26,20.16266632080078,20.371725878387924,19.95360676321364,20.02329228933487,4620095
2000-06-27,20.905990600585938,21.11505016398109,20.209123403119737,20.30203942667837,6483662
2000-06-28,20.180095672607422,21.09182929172685,20.02330056719327,21.09182929172685,6621824
2000-06-29,21.50993537902832,21.649307883315416,19.930372385847495,20.34849138832011,8592349
2000-06-30,21.649316787719727,21.689968297465803,20.813076949216175,21.045367034588217,8301419
2000-07-03,21.463483810424805,21.649314368343376,20.975677664881193,21.649314368343376,1585350
2000-07-05,21.998157501220703,22.184779790406363,21.438289137705457,21.648240895992373,3982025
2000-07-06,21.741561889648438,22.11480814590177,21.62492346304108,21.9281857657546,3563545
2000-07-07,21.648244857788086,22.068145459290434,21.32165466997596,22.068145459290434,4009132
2000-07-10,21.95149803161621,22.06813787860992,21.508269604956162,21.60158148255113,3965425
2000-07-11,21.90485382080078,22.184786592429646,21.648247533508723,21.928181801096308,3575102
2000-07-12,20.9075870513916,21.64824665585007,20.668476011035818,21.531606759101233,5016931
2000-07-13,20.155256271362305,20.645140671133017,19.595387958493458,20.621812700100303,8274102
2000-07-14,20.481853485107422,20.505181464244103,19.36211647038132,19.642050724062845,8708658
2000-07-17,20.546009063720703,20.69180821645526,19.64205491515003,19.782021323876545,7371264
